"key","source","Translation"
"1A02FE634AEC28A49EE93CA690A568C9","Easy","Легко"
"6611D264430ED71DD90AC281E94271E6","Easy","Легко"
"66C7152141456682E979E7A411206B55","Eat me!","З’їж мене!"
"FFCDE35C45B58074658E6DA8EF63F01A","Eating Bar","Бар-їдальня"
"B3685D744F959B50F337069F5EA743BF","Eating Nook","Куточок для їжі"
"19FE299A40F98A4ED76140AD871EB684","Ed","Ед"
"E5800443408863A40007CCB5F889F6A2","Edan","Іден"
"70F745924B894AD33AE861B666B3A2A9","Eddie would go, I’ll sign.","Едді б пішов, а я підпишу."
"C795DAB042F0451E2838BF9909B7C2F1","Edit Marker","Редагувати мітку"
"138A442E4B11A401BDC26AAFEDFDBD98","Edward","Едвард"
"2B69782A4255BFC20EA230B2D80FCB61","Edward","Едвард"
"ED43AA02405F491F98D9159F163BDCA6","Edward Diego’s Storage Room unlocked","Сховище Едварда Дієґо розблоковане"
"3D7CA8BA4540D0F558404DA1624DC331","Edward Diego’s personal access card.","Особиста картка доступу Едварда Дієґо."
"D0AEFA08415944BEAE454EA80D0E14F8","Effect","Ефект"
"3EEF7F444F707A02CD6AE097197FC1D4","Effects","Ефекти"
"BF30DE9B4F1998356E49AD8328181BA7","Effects Quality","Якість ефектів"
"0927012645842BC2081DCEB15E3E70E8","Effects Quality adjusts the resolution of particles, fire, explosions, energy and electricity, and other similar effects. It also adjusts how sharp reflections and transparencies are.<cf><cf>Moderate GPU usage.","Якість ефектів регулює роздільність частинок, вогню, вибухів, енергії й електрики, та інших подібних ефектів. Також регулює чіткість віддзеркалень та прозорості.<cf><cf>Помірне використання графічного процесора."
"70EC9FCD455750A665433F9F8BFDB1B3","Effects Volume","Гучність ефектів"
"251373EF48B44921DEFAB68E0E186984","Eh?","Е?"
"2233288B424815AB1081A6A880306CD4","Eight Ball","Шар «Вісімка»"
"8250828F4E7DD0B975A926AFE5EFDCF2","Electric","Електрична"
"DED1A08D4E38381195E3F2B47765B784","Electric Clicking","Електричне клацання"
"2954C9204BEE5626905AAEA748DF4D56","Electric Cooktop","Електроплита"
"01C4A8C949D1FF5CA03FF3819BAB9245","Electric Tapping","Електричний стукіт"
"38A92B0B4E2121597E545DA810A50968","Electron Burst","Електронний імпульс"
"09BDF6184577515CC44483B4D5C3CBF3","Electronic Thumping","Електронний стукіт"
"92245AD44145E6A79B816C91C15FF032","Electronic Tones","Електронні звуки"
"E7F8FE36441E9CE1AE3920BC19FC983B","Element","Елемент"
"E8F783874EB6895A5426079030328135","Element","Елемент"
"2D6A42F841DC814C65BE36A7DA252C58","Elevator","Ліфт"
"7218B473499FC2D8684AA8A533E5AA27","Elevator Disabled - Biohazard Emergency","Ліфт вимкнено — біологічна загроза"
"8BF829964DDCF2B90A82F39AF1677D27","Elevator Disabled - Emergency Shutdown","Аварійне вимкнення ліфта"
"02FFBB5248EFE4C5A1287C80A38E476F","Elevator Door","Двері ліфта"
"226707294D825936F12C8D891604C289","Elevator Door","Двері ліфта"
"2FCC5C2B49ACB2E5D2B57FAC8559091A","Elevator Door","Двері ліфта"
"383DBBE9499161A3EF23E8AF884439E4","Elevator Door","Двері ліфта"
"6F74570640F19DFCA8735980A6FE2521","Elevator Door","Двері ліфта"
"883CE9874418407816B8BA8D61E25EFC","Elevator Door","Двері ліфта"
"88EFE34C4DA8D6A024F1B5951A1688B6","Elevator Door","Двері ліфта"
"8AA4F78445C7F788D6E647B22D01C730","Elevator Door","Двері ліфта"
"9AB4000B4ED5B40FB930CCB9A1FF5C39","Elevator Door","Двері ліфта"
"9B17E8EA43844E09C8F96ABACB0DC7F4","Elevator Door","Двері ліфта"
"A97F2F054393F3AC0CF683BC95E9E04F","Elevator Door","Двері ліфта"
"ABED9B0F491F8B82CE8A1B998FF267EE","Elevator Door","Двері ліфта"
"AE677AD84112B6C45639FBB21B57003F","Elevator Door","Двері ліфта"
"B1FE9E1244ED31780CE71CA704104F75","Elevator Door","Двері ліфта"
"C9CF112245FB3CF02B779491614B9EE4","Elevator Door","Двері ліфта"
"E5C2A6A644CFD2CC543DD5AF0B2E45A4","Elevator Door","Двері ліфта"
"E511C027466C9FEFCD33BEBD66852E50","Elevator Paneling","Обшивка ліфта"
"900A3A974FAE1800405254AB20C69C70","Elevator activated","Ліфт активовано"
"42F412D14DB9A681C6C4DABB53571275","Elevator disabled. Biohazard emergency.","Ліфт вимкнено. Біологічна загроза."
"5E91D03E47303C0B4FE412A2650A881B","Elevator in motion","Ліфт рухається"
"690D77984F06FE951534778556138971","Eliminated...","Ліквідований..."
"F26D38AF44DC1A28F59B2C90EB8344D0","Elizabeth","Елізабет"
"23CF346C4AC99494C6E35883B8CB44A3","Emails","Е-пошта"
"B8CD0DD84B373234882B48A700F93283","Emergency Light","Аварійна лампа"
"DEF38730437BE4AB54D2B4ADAF272B50","Emergency Light","Аварійна лампа"
"E3A591364AB98E7C36AF76B4E12E8D08","Emesis Basin","Миска для блювоти"
"57BCF7864C09B1A2B43EDA8309793A41","Emits a localized, high-energy electromagnetic pulse, temporarily disabling electrical systems and robot targets. Users with cybernetic implants should be cautious not to be within its blast radius, as it can cause disorientation and dizziness.","Генерує локалізований високоенергетичний імпульс, який тимчасово вимикає електричні системи й роботів. Користувачам з кібернетичними імплантатами слід бути обачними й не перебувати в радіусі ураження, оскільки це може викликати дезорієнтацію та запаморочення."
"AE3DBD95409D781C58DCAFB88A6CC86D","Employee","Співробітник"
"AE3DBD95409D781C58DCAFB88A6CC86D_Female","Employee","Співробітниця"
"BA02F8654826B8A9B0266D89972BF9EA","Employee Habitat","Житло співробітника"
"CD38B3CB4CDF7E822A0E2997D4C2C337","Empty","Розрядити"
"F87BF54646725B2A38474BA4DAB5FA4B","Empty Chip Bag","Пакет з-під чипсів"
"A88143E8450DA7F8458FBE96E1A12576","Empty Soda","Банка з-під газованки"
"CC669C7944BE25A4D4C78785E6AF6E77","Empty TriPop Can","Банка з-під TriPop"
"BCEAB43F49E1CC383561C78B0146B850","Empty your charges into them.","Запускайте в них свої заряди."
"6663F6544DE40BAAADC1B1A3486B92B0","Empty.","Порожньо."
"""Enable DLAA""","Enable DLAA","Увімкнути DLAA"
"48CDD8A1481141EE9350E584C403ECD0","Enable Ghost","Увімкнути привида"
"CFEE7D9646ED837F1D8F0BB2BCD7DDD6","Enable God Mode","Увімкнути безсмертя"
"EBA2808D41D1E0E062946ABC5B512F70","Enable HDR","Увімкнути HDR"
"""Enabled""","Enabled","Увімкнено"
"D99C47344B401B8764AFBAB27757EF29","Enabled","Увімкнені"
"F6F6F92E4AC8E8139A62C9AF2799C9BA","Enabled: Shift the camera to frame the puzzle or keypad interacted with. Movement is disabled in this mode.<cf><cf>Disabled: Puzzles and keypads are interacted with using first-person look only.","Увімкнено: переміщати камеру до головоломки або клавіатури, з якими ви взаємодієте. Переміщення блокується в цьому режимі.<cf><cf>Вимкнено: Взаємодія з головоломками та клавіатурами відбувається тільки від першої особи."
"8EA51EE844C8D513626D4FB920B1864B","Enabled: Tapping the Aim {Real_Aim,Gamepad_Real_Aim} button will switch between aiming and hip firing.<cf><cf>Disabled: The Aim {Real_Aim,Gamepad_Real_Aim} button must be held in order to enter aiming mode.","Увімкнено: натискання кнопки прицілювання {Real_Aim,Gamepad_Real_Aim} перемикає режими прицілювання та стрільби від стегна.<cf><cf>Вимкнено: кнопку прицілювання {Real_Aim,Gamepad_Real_Aim} потрібно затискати, щоб використовувати режим прицілювання."
"D1F8CB9A4254FFC05B7A25820BB2B911","Enabled: The Minimap rotates so that it points up relative to the direction faced.<cf><cf>Disabled: The Minimap remains fixed, so that cardinal North is always pointing up.","Увімкнено: мінімапа обертається, щоб завжди відповідати напрямку погляду.<cf><cf>Вимкнено: мінімапа зафіксована північчю догори."
"DF24580D4DC782D5A3B9AA9CBA3A63DC","Enabled: To begin Crouching, press the crouch {Real_Crouch,Gamepad_Real_Crouch} button. Press again to stand up.<cf><cf>Disabled: Holding the Crouch {Real_Crouch,Gamepad_Real_Crouch} button will crouch and releasing will stand up.","Увімкнено: натисніть кнопку присідання {Real_Crouch,Gamepad_Real_Crouch}, щоб присісти. Натисніть її знову, щоб встати.<cf><cf>Вимкнено: утримуйте кнопку присідання {Real_Crouch,Gamepad_Real_Crouch}, щоб присісти, і відпустіть її — щоб встати."
"5BF042DA455FC914DF421BAD1E41DC61","Enabled: When Audio Logs are picked up, they are immediately played in the Media Player.<cf><cf>Disabled: When Audio Logs are picked up, a button prompt is displayed in order to play them.","Увімкнено: коли підбираються аудіозаписи, вони одразу відтворюватимуться медіапрогравачем.<cf><cf>Вимкнено: коли підбираються аудіозаписи, з’являтиметься підказка щодо їхнього відтворення."
"AD2A546740F5A01FA054EA89D99FF897","Encasing the thin lead projectile in an electromagnetic field makes this round super-effective at damaging and slowing robots. The electricity produced will damage organic targets, but it’s not recommended for this purpose.","Завдяки тому, що тонкий свинцевий снаряд знаходиться в електромагнітному полі, він надзвичайно ефективно вражає та сповільнює роботів. Електроенергія, що виробляється, здатна пошкодити органічні цілі, але застосовувати її з цією метою не рекомендується."
"C0677BEB49F90DE0E64F32964409998F","Encyclopedia","Енциклопедія"
"69C18CFC418DAFA640320E8979511AF8","End me.","Прикінчи мене."
"63C2A7AA4996F7871F023799C973A88B","End...you...","Кінець... тобі..."
"EADB35534F444FB788FC0D9C89B994BC","Endicott","Ендікотт"
"A85A34D84A5EC6CFF7F0B089B5A06B08","Enemies","Вороги"
"F72353D4425E1B0F4BB5E9A17E1A07BB","Enemies will be found in every corner of Citadel Station and will be tougher, more alert, and deal a tremendous amount of damage.","Вороги будуть зустрічатися в кожному закутку станції «Цитадель». Вони будуть сильнішими, уважнішими, і завдаватимуть величезної шкоди."
"50B390234213CF6C6065C3A86FA17AFF","Enemy in sight, flank them.","Ворог у полі зору, обходьте з флангу."
"407531734194E7CD20D8EDAD1EF478DF","Energy","Енергетична"
"56D959E04EBEF4C0F2D088BB4EAEFB63","Energy","Енергія"
"7329E0FC45BAD6F83E72D7824656669A","Energy","Енергетична"
"E5AC82F3416E317B3E179BB3A8880A23","Energy","Енергія"
"C7CB776240D0D9358281448D0CB5B9BF","Energy Buffer","Енергетичний буфер"
"9F1B0DFC4D66972B6D3452B486098E41","Energy Conduit C-1","Енергокабелепровід С-1"
"C60560884EB927805B08BCB3F168A2E0","Energy Conduit C-2","Енергокабелепровід С-2"
"8DA1D81B4EBC72CDFBD28EB508368FEF","Energy Conduit C-3","Енергокабелепровід С-3"
"FFFA332D436D40C780A180BE75C2A3D3","Energy Conduit C-4","Енергокабелепровід С-4"
"3AC4657A4A3F2FD23ABE56BBE803A6A9","Energy Conduit C-7","Енергокабелепровід С-7"
"69967FEE49C4D39248FA2C9B8A2198EB","Energy Conduits","Енергокабелепроводи"
"D46A8CD34ECD4D8959F299AD300EFCF3","Energy Drain","Енерговитік"
"DE0124C94CEF81CAE5FEE5873E8FD034","Energy Drain Mine","Енерговитікна міна "
"CA07000343BA13103D3981854D24821C","Energy Grating Door","Двері з енергоґратами"
"D1E4D7D94FAA2C94FCCFE490D6893314","Energy Shield","Енергощит"
"80A5A73348FB4D8EB435E28AC15CA802","Energy Storage","Енергосховище"
"5C7CF28A432C4CFB208A5D9494C76ADF","Energy Used","Споживання енергії"
"937734594DF1B3215490C38AA7836F21","Energy Used","Споживання енергії"
"AFD58B15403167FBF2B6BE9DD6ED828F","Energy depleted. Use a Battery or Power Station to recharge your energy.","Енергія вичерпана. Аби її відновити, скористайтеся акумулятором або зарядною станцією."
"4BA0779B4D5633405ECA1985F7259ECB","Energy/Projectile Shield","Протиснарядний/енергетичний щит"
"403A6E334EACB7D96DB84290A7D179C4","Engaging in hand-to-hand.","Активація рукопашного бою."
"CA8B694142408E6A0B3C1A8866793FD0","Engaging target.","Атакую ціль."
"45DFEB3B428A437194B56E872992838B","Engineer’s Report","Звіт інженера"
"B7B405144D71AF0394C35E965CF753A3","Engineer’s Report","Звіт інженера"
"2A5FEDFA47F265EE34F9D2A59ECD660E","Engineering","Інженерний"
"7A899BFE44D5EAFDA66B01BDA0480D43","Engineering","Інженерний"
"CFB502564E1CA67F3BE14F9378DDDD49","Engineering","Інженерний"
"2B461A814009B8E9B1C6748DA998233C","Engineering Computer Cyberspace Lock","Кіберпросторовий замок Інженерного комп’ютера"
"65DF391B4407AD5F3C6A77AED1A8DA56","Engineering Computer Cyberspace Lock","Кіберпросторовий замок Інженерного комп’ютера"
"90685386457BD2832AC66CA92A461646","Engineering Computer Cyberspace Lock","Кіберпросторовий замок Інженерного комп’ютера"
"EF96B4B3465021FBFCE254BDF81B7C0E","Engineering Computer Cyberspace Lock","Кіберпросторовий замок Інженерного комп’ютера"
"7B75715E45A15FAB79BF3BBA6B9A8295","Engineering Sign","Знак «Інженерний»"
"F9C8E9EC4289F20764DDD998529D457A","Engle","Енґл"
"AA8E288D4B2731CA60B091BFCCFE6CF4","Enjoy Your Purchase","Насолоджуйтеся покупкою"
"3A635B6C4D397032373C9BAC76B60D64","Enjoy your purchase, Hacker.","Насолоджуйся покупкою, Хакере."
"3A635B6C4D397032373C9BAC76B60D64_Female","Enjoy your purchase, Hacker.","Насолоджуйся покупкою, Хакерко."
"9F8A1C0F4B6EC6B956C34D906CF167AA","Enjoy your purchase, Hacker.","Насолоджуйся покупкою, Хакере."
"9F8A1C0F4B6EC6B956C34D906CF167AA_Female","Enjoy your purchase, Hacker.","Насолоджуйся покупкою, Хакерко."
"1D97ABBE4DE579B2FF08C59FC972E308","Enjoy!","Смачного!"
"0C8D8DDE4A8EFF99302749AA301ED15F","Enter That Room Insect","Зайди в кімнату, комахо"
"022552584AA8854812073EB55EA66A25","Enter code in access panel.","Введіть код на панелі доступу."
"4C52FB024AE78A60D91D39B31BB36590","Enter the room Insect, and it will become your grave.","Зайди в кімнату, комахо, і вона стане твоєю могилою."
"36A808F94034A5D56E8CC18097C286C6","Entering logs for the day.","Введення записів за день."
"F504D70A48972AAFAAC788B10DC075BF","Enviro-Pack","Екоранець"
"08A04A6A4346DAAB750682A83D3D5B47","Enviro-packs","Екоранці"
"664B2DB14E1A3603C757C3818D329FC2","Environment","Оточення"
"65296DB446430B4E2271D78A29BFE3CB","Environment Volume","Гучність оточення"
"3B0A597748DB257A73FC8C9C33D36C01","Environmental Protection Pack","Ранець екозахисту"
"1BD6490F404F3D6142EEF4BAD01A6C17","Enviropack","Екоранець"
"E5C7290D431C0F3C42A569815D0BCC27","Epiphany","Прояснення"
"6ED3687747B7198ED11DBA9837E9B795","Equip","Узяти"
"C2B3AEEF43B276FED77FFFBC382952F2","Equip","Узяти"
"C589531A42401FAF310760BDB642D0D8","Equip","Узяти"
"427981924ADC84E5F9B82BBF4D089F80","Error, user account unverified.","Помилка, рахунок користувача не підтверджено."
"CB5A5DA3402392C6D584C391B2DBF959","Error. Employee insolvency detected.","Помилка. Виявлено неплатоспроможність співробітника."
"AA2B506D48E0BDEC1587D681929D3427","Escape","Втеча"
"2B5A093A4B824F6A8EF6E2B657DBF086","Escaped","Втік"
"7FB45D7A438B467198F4E985CA337F2D","Ethical Restraint Program Nodes","Програмні вузли етичних обмежень"
"D1C012254FFCAA9D4AF4A897361A7A2E","Ever hear about Plato?","Чула коли-небудь про Платона?"
"A963D9F5412B495FFC740D95CFBA24E5","Everson","Еверсон"
"B6FF39664864B921F4AA70866F8279CD","Everything checks out.","Все збігається."
"A3022CEA4FEFC905A4BF398E5B22069C","Everything nominal.","Все збігається."
"DB272D9A49B4B7E3EE7D02B175DD7E35","Everything nominal.","Все збігається."
"0B0D14EF46178BB6952A428FA2AE6633","Exasperated Growl","Розлючене гарчання"
"2FF25EAE45390C8F72456ABAEB43C8D5","Exec Level Security","Захист Керівничого рівня"
"0DBB49C94D9D7AF11E564080D40C6F95","Exec-Bot","Виконбот"
"27552EAE4AC18900ECAFD1A1F9B274C2","Exec-Bot","Виконбот"
"27693F184C44ED504FD1858591E86078","Exec-Bot","Виконбот"
"33DD1349461C1C53F388F4857343EC9D","Exec-Bot","Виконбот"
"39E5E369465EB83DB77B1C960BEC33BB","Exec-Bot","Виконбот"
"3F73A6054E1CBF40990566A6B62FCDE3","Exec-Bot","Виконбот"
"4E8D2DF949F33E1C78BDC7AF4906FA0D","Exec-Bot","Виконбот"
"57477A86457A9AF864B5E8A29A9D8A1C","Exec-Bot","Виконбот"
"594253F74A06BF79FE80CD8645217EC8","Exec-Bot","Виконбот"
"6EB9B4574845914B85516794C6458C37","Exec-Bot","Виконбот"
"7C30E879439C00D83C6E61BF24E3D285","Exec-Bot","Виконбот"
"847D29154AF836ECE25582949E844830","Exec-Bot","Виконбот"
"894D53FD45789E99277A87A30D146970","Exec-Bot","Виконбот"
"94A5DEB04AC2253F700F73B4D041B094","Exec-Bot","Виконбот"
"9C5375704A00BFC30B59D4BF98E76869","Exec-Bot","Виконбот"
"B86F2108439C2A9C704180B486F7249F","Exec-Bot","Виконбот"
"BB2DEBE34516B573E491C9A3C9B1A187","Exec-Bot","Виконбот"
"BED12A9341F9292F29FE5EB5F7295394","Exec-Bot","Виконбот"
"C62BE41146FAD85EE59E2FAA386185C6","Exec-Bot","Виконбот"
"CCACAED24A6ED5D8837BE289DF5A3D18","Exec-Bot","Виконбот"
"D2E8AE2349CE0CC22C16CEA1B6908E54","Exec-Bot","Виконбот"
"F4ECFD1246008E37C7AD90AF4F1A059B","Exec-Bot","Виконбот"
"F73A5EA24B6C2F74F81EAD928C1100F1","Exec-Bot","Виконбот"
"F82BCD22467DE04EE3409298F52A1F20","Exec-Bot","Виконбот"
"F842AAC54A12C9762D8FFDB5D5E696CE","Exec-Bot","Виконбот"
"39084D7143EF19007692E19F9436D8CF","Execs Only","Тільки для керівництва"
"E8573D3E4C01928086A1479E6D57A52F","Executing executive protection 42.","Здійснення захисту керівництва 42."
"649F3A9144A4809E4DC953B752084041","Executing tax deletion...","Виконання видалення податків..."
"36DA84D9481D07B95E8FFB9B8EB60CAF","Executive","Керівничий"
"395F74FF43D2DEDB244000A75487D11A","Executive","Керівничий"
"3960E3CF4600FFA0421183BECA29C36B","Executive","Керівничий"
"43AA53ED416FD697E64FB6A5C50142D7","Executive","Керівничий"
"958898A44BC0355B393ED8A35872A20A","Executive","Керівничий"
"D45C15914C4ADB8DC384A8892EF5A369","Executive","Керівничий"
"4321B8134FCB64F6A6180A9D6F52A926","Executive Chair","Крісло керівника"
"52BE53DC4DDD9F15599CD8A76C6C26EB","Executive Desk","Стіл керівника"
"828DA1D94D22CC20AF22789CF125486F","Executive Door","Двері Керівничого"
"82A39A814BFF86EB0AF111BAE648A11B","Executive Sign","Знак «Керівничий»"
"2B89AEAB4E03C6219560AD8DCD882DB8","Executives security paramount.","Безпека керівництва першочергова."
"8DB132874D9A7C782E98BEA5555652AA","Executives security paramount.","Безпека керівництва першочергова."
"DED9A3744C647BF06CC964805B962D5A","Executives, run...","Керівництво, біжіть..."
"8C5AE2FA428DAD72347294A065B61ACF","Experimental Teleportation Unit","Експериментальний телепортатор"
"3BD3A0B0487C840BC335A2A5488A7952","Experimental energy rifle. Press {Real_ModeNext} to load a plasma core.","Експериментальна енергогвинтівка. Натисніть {Real_ModeNext}, щоб зарядити плазмове ядро."
"9C5C11A2479DFD00049A199DE3E4DE40","Explosion","Вибух"
"01158471468EF8C167AD3E90B583422B","Explosive","Вибухівка"
"5E6C1C8C48C11CEF67F4C1BD1D6B515E","Explosive","Вибухівка"
"71D7708648DDB9B0D73005965BA4681A","Explosive detected.","Виявлено вибухівку."
"FCED12C1484DF7400682879ED0C3C13D","Explosive, move!","Вибухівка, швидше!"
"62DACC3C42F41F12C2AF51B09E6F7904","Explosive. Move.","Вибухівка. Швидше."
"C3CB274B419465314998A2B2D9794933","Explosives","Вибухівка"
"E0CB651A4C9D1B34287C7DA95F20CE7A","Explosives","Вибухівка"
"03E42AB8465B9D890218E0BF39059439","Exposed...","Викрито..."
"84D9A6E24A9E085506CE92AD20385AE1","Exquisite.","Вишукано."
"3536044E458519718AF3E0BD0CBC0354","Extending bridge.","Висування мосту."
"A00130CF44E1501EC443EC922B2EF346","Extending bridge.","Висування мосту."
"F81F77E948AD25FE6A6A9D8CB60E532E","Exterminated...","Винищено..."
"1C3CE2C948781798E86B4285DE8A96E3","Extra Large Monitor","Надвеликий монітор"
"""F1""","F1","F1"
"""F2""","F2","F2"
"""F3""","F3","F3"
"""F4""","F4","F4"
"""F5""","F5","F5"
"""F6""","F6","F6"
"""F7""","F7","F7"
"""F8""","F8","F8"
"16F8188A4E7359F0FF8C0FBA5602D435","FINAL SCORE {Score}","ПІДСУМКОВИЙ РАХУНОК: {Score}"
"7C90AE964DEECB5C7C8B56BB852CA633","FINAL TIME {Time}","ПІДСУМКОВИЙ ЧАС: {Time}"
"52A6D58B4F24BD5334CD20B2932417EE","FLIGHT DECK","ЛЬОТНА ПАЛУБА"
"1AD063754BFEDA9BDC34DCBA8C26BE13","FLY NOW, LITTLEST!","ЛЕТИ, КРИХІТКО!"
"64D660EB464E5B3E16DC08B1EFD8B815","FORGOTTEN PASSAGE","ЗАБУТИЙ ПРОХІД"
"CA4FDF9E4AC9C2A7AE1693852DD2CA4A","FORGOTTEN TEMPLE","ЗАБУТИЙ ХРАМ"
"EEB209664CC5EC517671909A3DDFFF45","FROM: TRIOPTIMUM RECRUITMENT. SUBJECT: OFFER OF EMPLOYMENT.","ВІД: РЕКРУТИНГ TRIOPTIMUM. ТЕМА: ПРОПОЗИЦІЯ ПРО ПРАЦЕВЛАШТУВАННЯ."
"024F6F5B4955FB5D17E8FFB5AAE0EC3F","FULL","ПОВНО"
"982992E6417220D336DE9B974E28AF73","FULL","ПОВНО"
"E3C9187A4E8923A3710B76A3B8A8D2D2","Face your executioner...","Зустрінься зі своїм катом..."
"FDAD9C61462DC5D69FAEE7B5616DC34F","Fake I.D.","Фальшивий ідентифікатор"
"4E655B2842CAAD22014669B35CE5BCEE","Fantastic.","Фантастично."
"7629940E4AEE35A0B978ED9981E3E262","Farewell","Бувай"
"0B2380FE4578217A12D13B9D63303909","Faucet","Кран"
"63177A0C43EDFB6577B1FE9402DB2CED","Faucet isn’t working","Кран не працює"
"93C1764F487F4A98EED4749517F4FE07","Faux Stone Floor","Підлога зі штучного каменю"
"4013BD4549E07240FB5188B34525E57F","Feather","Перо"
"FE9227104968F2EB1E6D38BD9C2E3C50","Feel so cold...","Так холодно..."
"0EBBDE474BE8E6D8A31374A1935EAA54","Feeling depleted? SnackTron is your oasis in the corporate desert!","Виснажились? «Перекусон» — це ваш оазис в корпоративній пустелі!"
"56FE130E45A653641F7784A8E1B6B294","Feeling depleted? SnackTron is your oasis in the stars!","Виснажились? «Перекусон» — це ваш оазис посеред зірок!"
"A3DD83FA48F342DA3F620FB78B00EB70","Female","Жіноча"
"CA41DB7345087791A57919842E91A3B5","Femur","Стегнова кістка"
"AFBDCDA04955AFB761325E9099202BB4","Field of View (FOV)","Поле зору (FOV)"
"A194B34A471E7A305C4711B827B5D5E4","Fight me flesh bag!","Бийся зі мною, м’ясний мішку!"
"8FC27E3248F175FA2CC52F91239062C0","Figures.","Цифри."
"0A332950484B1344C8FAABBFB38A4F06","File Name","Назва файлу"
"AD1ED8DE42D3D9C2FC3531803F97C7B7","File Name","Назва файлу"
"CB2FAA874C8432C10BBC9B8598B77C60","Filing complaints to trash.","Перенесення скарг у смітник."
"DC5DAD0447462CD00AD9DB8ACA889EA3","Filing maintenance report.","Подача звіту про обслуговування."
"96A5D8B84FB762C7BE6B2EA5EA83B191","Filter Name","Назва фільтра"
"FE0437BE4FAECC979ED377B1DAFF3B6C","Final Assault","Фінальний штурм"
"BF483E7C4E41F530AE2483916BC70A07","Find a weapon to defend yourself with","Знайдіть зброю для самозахисту"
"AD1945974A9899973124BFBC77E2526F","Find the dreamer.","Знайди сновиду."
"487D08194AF72E3D539061B306AA5D23","Find them!","Знайди їх!"
"680F27B84A1693C5233E80BF69070B48","Finding new samples.","Пошук нових зразків."
"A5F048914860666F353E15B68DF75F8C","Finding the best avocado recipes for Mr. Diego.","Шукаю найкращі рецепти авокадо для пана Дієґо."
"ED09B2FE44854CBCDF115BBAEBBD5E84","Finding the dawn is impossible in this place.","Зустріти світанок тут неможливо."
"A3887E0B4016793D8E12AAAC1D9CB62A","Finding you will answer so many questions.","Знайшовши тебе я отримаю відповіді на всі питання."
"128B1FA140E560ABBF09D6AFA837E8D5","Finish the job!","Закінчи роботу!"
"3255A2AF47B7CA55CB5044ADC5067837","Fire Extinguisher","Вогнегасник"
"403567564DB4819D9E68778E76898FD7","Fire on target.","Вогонь по цілі."
"DCC9673F4721CB2447285088A907CD3D","First Aid","Аптечка"
"D9C30D0248DFBECF0DD66483FF3E4E93","First Aid Kit","Аптечка першої допомоги"
"CA0A0E8941F92847A1CBB68B6EE490ED","First Floor","Перший поверх"
"F9D3034E47D05F298B989384B064638E","First-Aid Kit","Аптечка"
"5DA6B12D4B6A78A9E14C7FB68C84AC06","First-class only, please return to your level.","Тільки перший клас, будь ласка, поверніться на свій рівень."
"C7B1B5D648E54EAFAE72219C65B0C19A","Fishman","Фішмен"
"7E91BB0D43C31A2BDFA0CB8663415FF7","Fixit-Bot","Рембот"
"""Flags Per Square""","Flags Per Square","Прапорці на поле"
"144D4F1640EA31C67C230E9692535FF1","Flavor","Смак"
"D003CBF242FB3EF4EE40979506E114F6","Flay them for Mother!","Здеріть із них шкіру для матері!"
"196E1FEE40688B4566BF088BF4289775","Flechette","Флешетні"
"86D6339A48AB6CBABCEF398B6A838404","Flechette Rounds","Флешетні набої"
"319A01F3469CC12E878269A2331B6294","Fleck","Флек"
"20216A2842DB7C2BF50122BAC3C28042","Flesh is weak, I’m not.","Плоть слабка, а я — ні."
"13A4DDA2435EBF0EF01C29A0A2B713BE","Flier-Bot","Бот-літун"
"546CC49C4606B63E0CCA8EBB426EE45D","Flier-Bot","Бот-літун"
"86C9CF8D4437014484BBE884C699304C","Flier-Bot","Бот-літун"
"B858EC65412C5CF6E9DCA88A6E6B8C79","Flier-Bot","Бот-літун"
"BA68DE93475F595E9C729E91AD6B1F97","Flier-Bot","Бот-літун"
"BE43C7AC4F36C8ADE6FB36A8D1F63541","Flier-Bot","Бот-літун"
"EB75713A475F614CE1A2EBA31CBD1049","Flier-Bot","Бот-літун"
"606A19D74DE7FE3C7CFC48953A992307","Flight Bay 2 Door unlocked","Двері Льотного відсіку 2 розблоковані"
"F9B9AF04451D6AE97DC24B99E2D589CA","Flight Bay Armory unlocked","Зброярня Льотного відсіку розблокована"
"04915FD141283B7526829CA33AE59B15","Flight Deck","Льотна палуба"
"8626121049ADCAF0F6F0578277A3195B","Flight Deck","Льотна палуба"
"CDF3830747240FAE4CD6A4A19E139310","Flight Deck","Льотна палуба"
"3592DBAF41EE0F25BF10B2843A6D5684","Flight Deck Computer Cyberspace Lock","Кіберпросторовий замок комп’ютера Льотної палуби"
"B2F503BE4A924F6808D2A490A3FC6427","Flight Deck Sign","Знак «Льотна палуба»"
"7B4BAFFE4D7C94AE78EA9193296CC350","Flips the vertical orientation of looking up and down.","Перевертає вертикальну орієнтацію погляду вгору і вниз."
"93482C3C49B81C3A79E2389B8C8A648A","Floor Grating","Решітка підлоги"
"0F6620FB4150E8C75770E5968B81A8EB","Floor Light","Освітлення підлоги"
"DFB129814F0A5BB6555E99AE608B343F","Floor Light","Освітлення підлоги"
"FE78BB8B42D1BABF1202109F21E174CD","Floor Light","Освітлення підлоги"
"CE740EA8431DAA152991919AABDAD364","Floor Paneling","Обшивка підлоги"
"12D76CBC4471F9BF06939CA4311D4917","Floor Plating","Покриття підлоги"
"AB4244044E05FF3ABA6CA295585F6FAD","Fluid Transfer Conduit","Канал подачі рідин"
